,CLUES ORIGEN,Municipio Origen,Estado Origen,CLUES DESTINO,Municipio Destino,Estado Destino,Distancia KM,Distancia M,Tiempo Horas-Min,Tiempo Seg
0,QTSSA002744,CORREGIDORA,QUERETARO,HGSSA015492,PACHUCA DE SOTO,HIDALGO,234 km,234463,2 hours 42 mins,9726
1,QTSSA012096,QUERÉTARO,QUERETARO,HGSSA015492,PACHUCA DE SOTO,HIDALGO,234 km,233773,2 hours 46 mins,9945
2,QTSSA012101,QUERÉTARO,QUERETARO,HGSSA015492,PACHUCA DE SOTO,HIDALGO,235 km,234784,2 hours 46 mins,9984
3,QTSSA012130,QUERÉTARO,QUERETARO,HGSSA015492,PACHUCA DE SOTO,HIDALGO,235 km,234784,2 hours 46 mins,9984
4,QTSSA012171,SAN JUAN DEL RÍO,QUERETARO,HGSSA015492,PACHUCA DE SOTO,HIDALGO,183 km,183204,2 hours 17 mins,8239
5,QTSSA012212,CADEREYTA DE MONTES,QUERETARO,HGSSA015492,PACHUCA DE SOTO,HIDALGO,228 km,227817,3 hours 5 mins,11086
6,QTSSA012236,JALPAN DE SERRA,QUERETARO,HGSSA015492,PACHUCA DE SOTO,HIDALGO,382 km,382165,5 hours 23 mins,19396
