,CLUES ORIGEN,Municipio Origen,Estado Origen,CLUES DESTINO,Municipio Destino,Estado Destino,Distancia KM,Distancia M,Tiempo Horas-Min,Tiempo Seg
0,YNSSA013534,MÉRIDA,YUCATAN,QRSSA017564,OTHÓN P. BLANCO,QUINTANA ROO,381 km,381420,5 hours 5 mins,18292
1,YNSSA013534,MÉRIDA,YUCATAN,QRSSA017605,BENITO JUÁREZ,QUINTANA ROO,308 km,307816,3 hours 39 mins,13138
2,YNSSA013534,MÉRIDA,YUCATAN,QRSSA017622,FELIPE CARRILLO PUERTO,QUINTANA ROO,268 km,267723,3 hours 41 mins,13271
3,YNSSA013563,VALLADOLID,YUCATAN,QRSSA017564,OTHÓN P. BLANCO,QUINTANA ROO,297 km,297499,4 hours 6 mins,14742
4,YNSSA013563,VALLADOLID,YUCATAN,QRSSA017605,BENITO JUÁREZ,QUINTANA ROO,157 km,157485,1 hour 58 mins,7080
5,YNSSA013563,VALLADOLID,YUCATAN,QRSSA017622,FELIPE CARRILLO PUERTO,QUINTANA ROO,150 km,149619,2 hours 10 mins,7816
6,YNSSA013580,TICUL,YUCATAN,QRSSA017564,OTHÓN P. BLANCO,QUINTANA ROO,323 km,323133,4 hours 29 mins,16147
7,YNSSA013580,TICUL,YUCATAN,QRSSA017605,BENITO JUÁREZ,QUINTANA ROO,375 km,374859,4 hours 19 mins,15511
8,YNSSA013580,TICUL,YUCATAN,QRSSA017622,FELIPE CARRILLO PUERTO,QUINTANA ROO,209 km,209436,3 hours 5 mins,11126
