,CLUES ORIGEN,Municipio Origen,Estado Origen,CLUES DESTINO,Municipio Destino,Estado Destino,Distancia KM,Distancia M,Tiempo Horas-Min,Tiempo Seg
0,SLSSA002590,CULIACÁN,SINALOA,NTSSA015076,TEPIC,NAYARIT,471 km,470689,5 hours 21 mins,19243
1,SLSSA017320,CHOIX,SINALOA,NTSSA015076,TEPIC,NAYARIT,800 km,800050,9 hours 19 mins,33565
2,SLSSA017344,SINALOA,SINALOA,NTSSA015076,TEPIC,NAYARIT,640 km,639754,7 hours 27 mins,26799
3,SLSSA017373,SALVADOR ALVARADO,SINALOA,NTSSA015076,TEPIC,NAYARIT,585 km,585057,6 hours 37 mins,23796
4,SLSSA017414,BADIRAGUATO,SINALOA,NTSSA015076,TEPIC,NAYARIT,559 km,558797,6 hours 45 mins,24272
5,SLSSA017426,COSALÁ,SINALOA,NTSSA015076,TEPIC,NAYARIT,430 km,429646,5 hours 37 mins,20226
6,SLSSA017431,CULIACÁN,SINALOA,NTSSA015076,TEPIC,NAYARIT,482 km,482098,5 hours 40 mins,20382
