,CLUES ORIGEN,Municipio Origen,Estado Origen,CLUES DESTINO,Municipio Destino,Estado Destino,Distancia KM,Distancia M,Tiempo Horas-Min,Tiempo Seg
0,DGSSA017144,DURANGO,DURANGO,NTSSA015076,TEPIC,NAYARIT,473 km,473424,5 hours 56 mins,21367
1,DGSSA017156,DURANGO,DURANGO,NTSSA015076,TEPIC,NAYARIT,470 km,469914,5 hours 55 mins,21314
2,DGSSA017161,GÓMEZ PALACIO,DURANGO,NTSSA015076,TEPIC,NAYARIT,695 km,694823,8 hours 12 mins,29545
3,DGSSA017173,SANTIAGO PAPASQUIARO,DURANGO,NTSSA015076,TEPIC,NAYARIT,625 km,625048,7 hours 57 mins,28620
4,DGSSA017185,RODEO,DURANGO,NTSSA015076,TEPIC,NAYARIT,614 km,613849,7 hours 49 mins,28111
