,CLUES ORIGEN,Municipio Origen,Estado Origen,CLUES DESTINO,Municipio Destino,Estado Destino,Distancia KM,Distancia M,Tiempo Horas-Min,Tiempo Seg
0,SPSSA016870,SAN LUIS POTOSÍ,SAN LUIS POTOSI,HGSSA015492,PACHUCA DE SOTO,HIDALGO,428 km,428498,4 hours 46 mins,17165
1,SPSSA016935,SAN LUIS POTOSÍ,SAN LUIS POTOSI,HGSSA015492,PACHUCA DE SOTO,HIDALGO,427 km,427368,4 hours 44 mins,17051
2,SPSSA016952,MATEHUALA,SAN LUIS POTOSI,HGSSA015492,PACHUCA DE SOTO,HIDALGO,605 km,604570,6 hours 37 mins,23828
3,SPSSA016976,SOLEDAD DE GRACIANO SÁNCHEZ,SAN LUIS POTOSI,HGSSA015492,PACHUCA DE SOTO,HIDALGO,427 km,427443,4 hours 52 mins,17492
4,SPSSA016993,RIOVERDE,SAN LUIS POTOSI,HGSSA015492,PACHUCA DE SOTO,HIDALGO,581 km,581474,6 hours 25 mins,23091
5,SPSSA017010,CIUDAD VALLES,SAN LUIS POTOSI,HGSSA015492,PACHUCA DE SOTO,HIDALGO,465 km,464807,7 hours 20 mins,26381
6,SPSSA017034,TAMAZUNCHALE,SAN LUIS POTOSI,HGSSA015492,PACHUCA DE SOTO,HIDALGO,245 km,245262,5 hours 27 mins,19625
7,SPSSA017046,TAMAZUNCHALE,SAN LUIS POTOSI,HGSSA015492,PACHUCA DE SOTO,HIDALGO,244 km,244155,5 hours 23 mins,19392
